"lib/web/mage/adminhtml/grid.js"|"202"|"gridRowClick"|"varienGlobalEvents.fireEvent('gridRowClick', event);"
"lib/web/mage/adminhtml/grid.js"|"210"|"gridRowDblClick"|"varienGlobalEvents.fireEvent('gridRowDblClick', event);"
"lib/web/mage/adminhtml/wysiwyg/widget.js"|"504"|"tinymceChange"|"varienGlobalEvents.fireEvent('tinymceChange');"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"217"|"tinymceBeforeSetContent"|"varienGlobalEvents.fireEvent('tinymceBeforeSetContent', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"222"|"tinymceSaveContent"|"varienGlobalEvents.fireEvent('tinymceSaveContent', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"227"|"tinymcePaste"|"varienGlobalEvents.fireEvent('tinymcePaste', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"232"|"tinymceSaveContent"|"varienGlobalEvents.fireEvent('tinymceSaveContent', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"237"|"tinymceUndo"|"varienGlobalEvents.fireEvent('tinymceUndo', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"253"|"tinymceChange"|"varienGlobalEvents.fireEvent('tinymceChange', evt);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"261"|"tinymceExecCommand"|"varienGlobalEvents.fireEvent('tinymceExecCommand', cmd);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"265"|"wysiwygEditorInitialized"|"varienGlobalEvents.fireEvent('wysiwygEditorInitialized', args.target);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"297"|"open_browser_callback"|"varienGlobalEvents.fireEvent('open_browser_callback', payload);"
"lib/web/mage/adminhtml/wysiwyg/tiny_mce/tinymce4Adapter.js"|"492"|"wysiwygClosePopups"|"varienGlobalEvents.fireEvent('wysiwygClosePopups');"
"lib/web/mage/adminhtml/form.js"|"22"|"formSubmit"|"varienGlobalEvents.fireEvent('formSubmit', $(e.target).attr('id'));"
"lib/web/mage/adminhtml/form.js"|"329"|"address_country_changed"|"varienGlobalEvents.fireEvent('address_country_changed', this.countryEl);"
