"lib/internal/Magento/Framework/Model/AbstractModel.php"|"599"|"model_delete_after"|"$this->_eventManager->dispatch('model_delete_after', ['object' => $this]);"
"lib/internal/Magento/Framework/Model/AbstractModel.php"|"600"|"clean_cache_by_tags"|"$this->_eventManager->dispatch('clean_cache_by_tags', ['object' => $this]);"
"lib/internal/Magento/Framework/Model/AbstractModel.php"|"601"|"_delete_after"|"$this->_eventManager->dispatch($this->_eventPrefix . '_delete_after', $this->_getEventData());"
"lib/internal/Magento/Framework/Model/AbstractModel.php"|"612"|"model_delete_commit_after"|"$this->_eventManager->dispatch('model_delete_commit_after', ['object' => $this]);"
"lib/internal/Magento/Framework/Model/AbstractModel.php"|"613"|"_delete_commit_after"|"$this->_eventManager->dispatch($this->_eventPrefix . '_delete_commit_after', $this->_getEventData());"
"lib/internal/Magento/Framework/Model/AbstractModel.php"|"645"|"_clear"|"$this->_eventManager->dispatch($this->_eventPrefix . '_clear', $this->_getEventData());"
"lib/internal/Magento/Framework/Model/Resource/Db/Collection/AbstractCollection.php"|"522"|"core_collection_abstract_load_before"|"$this->_eventManager->dispatch('core_collection_abstract_load_before', ['collection' => $this]);"
"lib/internal/Magento/Framework/Model/Resource/Db/Collection/AbstractCollection.php"|"524"|"_load_before"|"$this->_eventManager->dispatch($this->_eventPrefix . '_load_before', [$this->_eventObject => $this]);"
"lib/internal/Magento/Framework/Model/Resource/Db/Collection/AbstractCollection.php"|"569"|"core_collection_abstract_load_after"|"$this->_eventManager->dispatch('core_collection_abstract_load_after', ['collection' => $this]);"
"lib/internal/Magento/Framework/Model/Resource/Db/Collection/AbstractCollection.php"|"571"|"_load_after"|"$this->_eventManager->dispatch($this->_eventPrefix . '_load_after', [$this->_eventObject => $this]);"
"lib/internal/Magento/Framework/Object/Copy.php"|"79"|"NO_MATCH"|"$this->_eventManager->dispatch($eventName, ['target' => $target, 'source' => $source, 'root' => $root]);"
"lib/internal/Magento/Framework/View/Element/AbstractBlock.php"|"620"|"view_block_abstract_to_html_before"|"$this->_eventManager->dispatch('view_block_abstract_to_html_before', ['block' => $this]);"
"lib/internal/Magento/Framework/View/Element/Messages.php"|"264"|"view_message_block_render_grouped_html_after"|"$this->_eventManager->dispatch('view_message_block_render_grouped_html_after', $params);"
"lib/internal/Magento/Framework/View/Layout/Builder.php"|"78"|"layout_load_before"|"$this->eventManager->dispatch(
    'layout_load_before',
    ['full_action_name' => $this->request->getFullActionName(), 'layout' => $this->layout]);"
"lib/internal/Magento/Framework/View/Layout/Builder.php"|"121"|"layout_generate_blocks_before"|"$this->eventManager->dispatch(
    'layout_generate_blocks_before',
    ['full_action_name' => $this->request->getFullActionName(), 'layout' => $this->layout]);"
"lib/internal/Magento/Framework/View/Layout/Builder.php"|"131"|"layout_generate_blocks_after"|"$this->eventManager->dispatch(
    'layout_generate_blocks_after',
    ['full_action_name' => $this->request->getFullActionName(), 'layout' => $this->layout]);"
"lib/internal/Magento/Framework/View/Layout/Generator/Block.php"|"96"|"core_layout_block_create_after"|"$this->eventManager->dispatch('core_layout_block_create_after', ['block' => $block]);"
"lib/internal/Magento/Framework/View/Layout.php"|"443"|"core_layout_render_element"|"$this->_eventManager->dispatch(
    'core_layout_render_element',
    ['element_name' => $name, 'layout' => $this, 'transport' => $this->_renderingOutput]);"
"lib/internal/Magento/Framework/View/Result/Layout.php"|"163"|"layout_render_before"|"$this->eventManager->dispatch('layout_render_before');"
"lib/internal/Magento/Framework/View/Result/Layout.php"|"164"|"layout_render_before_"|"$this->eventManager->dispatch('layout_render_before_' . $this->request->getFullActionName());"
